Page,Câu tiếng Hán,volumn,translation,best_match
13,若鼻如煙筒者，是火爍金爲驚中。,Volume_29,"Nếu mũi như ống khói, đó là hỏa thiêu đốt kim, gây ra chứng kinh động bên trong.","Mũi mọc nhanh (tị chuế) là do khí thấp nhiệt bên ngoài uất kết ở da lông, bên trong ứng vào kinh thái âm, cho nên hỏa ở tam tiêu bốc lên, thành chứng mũi mọc thịt thừa, như lửa bếp bốc lên mà thành mồ hóng."
6,四月形體全，五月筋骨成，六月毛髪生，七月途其兜能動左手，八月遊其魄能動右手，而臟腑具，九月三轉動穀氣，八胃十月滿足神備而生。,Volume_33,"Tháng tư hình thể đầy đủ, tháng năm gân cốt hình thành, tháng sáu lông tóc mọc, tháng bảy thai nhi có thể cử động tay trái, tháng tám phách của nó có thể cử động tay phải, và tạng phủ đã đầy đủ; tháng chín cốc khí xoay chuyển ba vòng; tháng mười bát vị đầy đủ thần trí mà sinh.","Lúc thành thai, một tháng như giọt sương, 2 tháng nở như hoa đào, 3 tháng trai gái mới phân biệt (trai sườn và thận bên tả mọc trước, gái thì trái lại), 4 tháng hình thể đầy đủ, 5 tháng gân xương thành, 6 tháng lông tóc mọc, 7 tháng hồn xuất ra, có thể động tay trái, 8 tháng phách xuất ra, có thể đọng tai phải, và tạng phủ gồm đủ, 9 tháng 3 lần xoay chuyển mình, nhờ khí đồ ăn ở bụng mẹ vào dạ dầy, 10 tháng hình hài đầy đủ, tinh thần hoàn bị mà sinh ra"
13,八里兩頰色似青黛者，主客忤。,Volume_29,"Vùng quanh miệng và hai má có màu xanh tím, chủ về chứng khách ngỗ.","Má bên trái: Màu hồng là chủ về gan, phong nhiệt, nếu nơi đỏ cũng là sốt cơn, hoặc (1) Nhà tướng pháp gọi gốc sống mũi là sơn căn."
55,調元散：治稟弱顱開，肌肉瘦削，齒語行遠。,Volume_30,"Điều Nguyên Tán: Trị bẩm nhược, thóp đỉnh đầu không khép kín, cơ bắp gầy yếu, chậm mọc răng, chậm nói, chậm đi.","ĐIỀU NGUYÊN TẢN Trị chứng do bẩm thụ yếu hở mỏ ác, cơ nhục gầy mòn, chậm biết nói, chậm mọc răng, chậm biết đi, v"
36,汗後陽虛隂無所依而熟者，宜四君湯百八八加芎歸一。,Volume_31,"Sau khi ra mồ hôi, người bị dương hư, âm không có chỗ tựa mà ngủ được, nên dùng Tứ Quân Tử Thang 188 gia Xuyên Khung Đương Quy 1.","- Sau khi phát hãn, âm bị hư, dương không chỗ dựa mà phát sốt thì nên Tử vật thang (189) gia Hoàng kỳ, Nhân sâm."
13,氣池紅色主傷風，有熱。,Volume_29,"Vùng khí đỏ chủ yếu là thương phong, có nhiệt.","- Lúc đầu đi tả hơi vàng, lâu thì sắc xanh, là thuộc về tạng lạnh."
65,右同再硏麵糊爲凡粟米大，每服三丸至五丸，泊荷湯下。,Volume_33,"Theo cách trên, nghiền kỹ hồ bột thành hoàn cỡ hạt kê, mỗi lần uống ba đến năm hoàn, uống với nước bạc hà.","Các vị trên, tán bột, viên với hồ bột mì, to bằng hột mè, mỗi lần uống 2 - 3 viên, sắc nước tử mà uống."
13,方廣光潤，鳥吉昏暗爲㐫風門。,Volume_29,"Rộng khắp sáng ngời, chim lành trong chốn u tối liền hóa thành cổng gió tai ương.","Có mồ hoi mà kêu, mặt đỏ, tin khô ráo, tiểu tiện đỏ gắt, trong miệng cùng bụng lưng đều nóng, nửa đêm về sau vặn lưng mà kêu, tất la thuộc hư hàn."
43,右為末，棗肉凡如芡實大，每服一凡，用針挑於燈焰上，燒存性，乳汁或米洱冷水化下。,Volume_31,"Nghiền thành bột. Thịt táo tàu thường to bằng hạt khiếm thực. Mỗi lần dùng một viên. Dùng kim châm gắp lên ngọn đèn, thiêu tồn tính. Hòa với sữa hoặc nước gạo lạnh để uống.","Hoàng don Khô phàn (phèn phí) - 1 lạng Hai vị trên tán bột quết với thịt quả táo làm hoàn to bằng hột củ súng mỗi lần uống 1 hoàn, dùng kim cắm vào viên thuốc, hơ vào ngọn đèn, đốt cháy tồn tính, hóa vào nước sữa hoặc nước cơm cho bé uống."
13,甚至飲水好鹹，小便如乳，耳焦牙黑，骨枯者死。,Volume_31,"Thậm chí uống nước cũng thấy rất mặn, nước tiểu như sữa, tai khô héo, răng đen, khô xương thì chết.","Thậm chí ham uống nước mặn, nước đái như sữa, tại sém, răng đen, xương khô là chết (trích trong Cẩm-nang)."
15,一外則臥地煩燥，內則滑泄無辰，磯肉日削，飲食漸減是也。,Volume_31,"Bên ngoài thì nằm vật vã bứt rứt, bên trong thì đại tiện lỏng không cầm được, cơ nhục ngày một suy kiệt, ăn uống cũng dần dần giảm sút là vậy.","Có bệnh, bên ngoài thì nằm đất mà phiền táo, bèn trong thì đi ỉa chảy không chừng độ, da thịt ngày hao mòn, ăn uống càng giảm sút là đúng chứng (trích trong các Phương thư)."
14,一雲，兩臉赤如大豆片者，此胎熱主，一月死。,Volume_29,"Một dấu hiệu: hai má đỏ như vỏ đậu nành. Đây là chủ về thai nhiệt, một tháng chết.",Có thuyết nói: Hai má đỏ như mảnh hạt đậu đen là thai thiệt thì trong một tháng sẽ chết.
25,及一切丹毒入臟，臍突出漿面頰紫，浮噎氣不乳，手足拳禁，大小便絕，胸背血點，舌生黑瘡，心胸紫腫者不治。,Volume_31,"Khi các chứng đan độc đã nhập vào tạng phủ, rốn lồi ra chảy dịch, mặt tím tái, chướng hơi nghẹn thở không bú được, tay chân co quắp, đại tiểu tiện ngưng bặt, trên ngực và lưng xuất hiện chấm máu, lưỡi mọc mụn nhọt đen, vùng tâm ngực sưng tím thì bất trị.","Đơn sắc xanh như rêu là chết, và tất cả mọi đơn độc nhập vào tạng, rốn lồi chảy nước, mặt má tía phù, nghẹn hơi không bú, tay chân nắm chặt, đại tiểu tiện bế, ngực và lưng có vết máu, lưỡi sinh nốt lở đen, tín, ngực sưng tím là bất trị Lại nói: ""hòa đốt nào nốt lờ là nhiệt độc của tiên thiên"
14,一雲，兩臉如土色者主七日內死。,Volume_29,"Có câu rằng, người mà hai gò má tái nhợt như đất, ắt chết trong vòng bảy ngày.",Có thuyết nói: Hai má như màu đất là trong 7 ngày sẽ chết.
55,山茵陳、車前子、百合各五分，右為末，烏牛乳調塗足心及縫開處，用帛場三日一換。,Volume_30,"Sơn nhân trần, xa tiền tử, bách hợp, mỗi vị 5 phân, tán thành bột. Hòa đều với sữa bò đen rồi bôi vào lòng bàn chân và những chỗ nứt nẻ. Dùng vải lụa đắp, cứ ba ngày thay một lần.","Sơn nhân tràn Xa tiền từ Bách hợp THUỐC CỦA HỌ TRANG (Trị hở mỏ ác) mỗi vị 5 đồng Tăn nhỏ hòa với sữa bò hóng (tức giống bò đen) bôi ở lòng bàn chân và chỗ hở, lấy lụa trắng rịt chặt, 3 ngày một lần thay."
14,一多汗而身熱者，乃火燁隂虛，隂虛不䏻守，倍燕地以補水，牡丹以清雷火，加班竟以補精血。,Volume_33,"Người có nhiều mồ hôi và thân nhiệt nóng, thì là do Hỏa thịnh Âm hư, Âm hư không giữ được. Tăng cường Sinh địa để bổ Thủy, Mẫu đơn để thanh Lôi hỏa, làm thêm giờ rốt cuộc để bổ tinh huyết.","Biến chưng () mà sốt không lui, đó là chân âm hư quá lắm, thì cho hội thục địa, gia ngưu tất, đỗ trọng, lộc nhung, câu kỷ, bổ mạnh vào tinh, huyết, để sinh gân xương Nhiều mồ hôi mà mình nóng là do hỏa đốt làm cho âm hư, âm hư không thể giữ được mồ hôi, thì cho: bội thục địa để bổ thủy, và mẫu đơn để làm mát lôi hỏa (tức thận hỏa), gia thêm ban long để bổ tinh huyết."
18,更有泄瀉腹硬如石，面色如銀，斷不可治。,Volume_31,"Hơn nữa còn có tiêu chảy, bụng cứng như đá, sắc mặt bạc trắng, vô phương cứu chữa.","Mọi chứng như trên, lại có ỉa chảy, bụng cứng như đá, sắc mặt như bạc, quyết không đi được"
49,一瀉而腹脹脈弦者死。,Volume_31,"Tiêu chảy ồ ạt mà bụng trướng, mạch huyền thì tử vong.","- Di tả mà bụng trướng, mạch huyền là chết."
26,大抵太溫則消元陰，太冷則傷真。,Volume_30,"Đại để, quá ôn thì tiêu hao nguyên âm, quá hàn thì tổn hại chân nguyên.","Đại để, ấm quá thì tiêu mất nguyên âm, lạnh quá thì hại đến chân khí, nên vừa phải mới được."
23,於四方外，餘有製培土固中方，可作兒科久用之需，補胃陽而不燥，益胛陰而不滯，誠不倚不偏之君子。,Volume_33,"Ngoài những phương thức thông thường, tôi có bào chế phương 'Bồi Thổ Cố Trung Phương', có thể dùng lâu dài cho nhi khoa, bổ Vị dương mà không gây táo, ích Tỳ âm mà không trệ, thực là phương thuốc quân tử, không thiên lệch, không thiên vị.","Nếu cho đây là chưa đầy đủ, vì thì các bệnh trẻ con ngoài cái quan hệ khí huyết, âm dương lại còn có cái bí ẩm ở trong đó nữa sao? (Ngoài 4 phương trên, tôi có chế thêm Bồi thổ-cô-trung-phương, có thể làm phương cần dùng lâu dài cho nhi khoa, vì nó bổ vị dương mà không ráo, ích tỳ âm mà không trệ, thực là đúng đắn không thiên lệch, cũng nên xem dùng xen vào phương này) xem ở tập Hiệu phỏng)."
14,兩眉紅者主夜啼，若眉中心淡白者主泄瀉，糞白，食物不化。,Volume_29,"Người có hai lông mày đỏ thì chủ về khóc đêm; nếu khoảng giữa hai lông mày trắng nhợt thì chủ về tiêu chảy, phân trắng, thức ăn không tiêu.","Hai chân mày: Màu đỏ là khóc đêm, nếu chính giữa chân mày trắng nhạt là đi lỏng, phân trắng, ăn không tiêu, những bệnh lâu ngày mà nổi sắc đỏ là chết."
18,豬肝散，治疳翳膜羞明。,Volume_31,"Trư Can Tán, trị chứng cam, màng đục ở mắt và sợ ánh sáng.","TRU CAN TÁN Trị chứng cam mắt, ghèn có màng và trông ánh sáng bị chói."
14,一雲，兩臉青色者主多啼，作嘔。,Volume_29,"Người có đường vân xanh và hai má xanh tái, chủ về khóc nhiều, nôn mửa.",Có thuyết nói: Hai má xanh là do khóc nhiều sinh mửa.
29,一：風熱者原心肺有熱，當風之邪傷皮八臟，而目澁腈昏，膈問惡風，壯熱有汗。,Volume_31,"Một: Người bị chứng phong nhiệt vốn Tâm Phế có nhiệt, khi tà khí phong xâm nhập vào bì phu và tạng phủ, khiến mắt khô sáp, mờ tối, tức ngực và sợ gió, sốt cao có mồ hôi.","- Phong nhiệt thì tâm và phế vốn đã có nhiệt đến lúc phong tả xâm ngoài da rồi nhập vào tạng mà mắt rít, trong mở, ngực buồn, sợ gió, nóng dữ có mồ hồi."
43,一如內傷乳食面色青白而發熟，四肢逆冷腹且脹，當先用消乳食丹，能消積聚寬利胸膈。,Volume_31,"Giống như nội thương nhũ thực, sắc mặt xanh trắng kèm phát sốt, tứ chi nghịch lạnh bụng lại chướng, cần dùng trước Tiêu Nhũ Thực Đan. Thuốc có thể tiêu tích tụ, khoan lợi lồng ngực.","- Như trong bị tích sữa và đồ ăn, sắc mặt xanh trắng, mà phát nóng tay chân lạnh ngắt, bụng lại trưởng lên, thì nên dùng ""đơn tiêu nhũ thực"", có thể tiêu được tích tụ, khoan khoái được lồng ngực, như nôn lắm thì chỉ dùng Bạch đậu khấu, Sa nhân, hai vị"
58,右為末，蜜凡如麻子大，每服五七凡，蔥白水通，青皮八鹽煎湯下，或煎流氣飲子二百三四下。,Volume_31,"Vị thuốc trên được tán thành bột, trộn với mật ong vo thành viên to bằng hạt đay, mỗi lần uống 5-7 viên, dùng nước hành trắng để chiêu; hoặc dùng nước sắc Thanh Bì chế Bát Diêm để chiêu; hoặc sắc Lưu Khí Ẩm Tử rồi uống 2-3-4 lần.","Các vị tán bột, tẩm nước mật heo, hoàn với bánh đúc, to bằng hột mè, mỗi lần uống 20 viên với nước sắc bạc hà, tử tô, uống vào sau khi ăn, lại lấy bột lô hội bôi vào lỗ mũi."
14,若青白主咳嗽，惡心，若青黑主驚風，歡發，或盤膓內釣，腹痛等症作矣。,Volume_29,"Trường hợp sắc mặt thanh bạch, chủ về ho, buồn nôn; còn sắc mặt thanh hắc, chủ về kinh phong, động kinh phát tác, hoặc ruột co quặn nội điếu, đau bụng v.v. các chứng đều xuất hiện.","đại tiện rắn, thở hồng hộc, đàm nghẹt, nếu xanh trắng là họ, buồn mửa, nếu màu xanh đen là kinh phong muốn phát, hoặc phát lên chứng đau xoắn trong ruột (bàn trường nội điếu) đau bụng v"
14,右臉紅者是傷風燕，若淺赤者亦主潮熱，或大便堅，氣粗壅嗽。,Volume_29,"Người có má phải đỏ là do phong hàn ảnh hưởng đến họng. Nếu má chỉ hơi đỏ thì cũng chủ yếu là triều nhiệt, hoặc đại tiện táo bón, hơi thở thô ráp, tắc nghẽn và ho.","là bệnh ở tỳ, mà kèm có cam tích, má đỏ hay kinh sợ ngũ làm quyết nhiệt phiền, khóc không chừng đổi là bệnh ở tân, - - Như mặt xanh, nhiều lần gân, mắt nheo lại, tác dựng ngược, miệng thối, tay chân bé, là bệnh ở can."
43,附重舌鵞口論：舌重者，舌下腫突，其狀若有一層；鵞口者，滿口皆白，有似鶩之口中，俗謂雪口。,Volume_30,"Phụ Luận về Trọng Thiệt và Nga Khẩu: Trọng thiệt là tình trạng dưới lưỡi sưng lồi, hình dạng như thể có một lớp; Nga khẩu là tình trạng cả khoang miệng đều trắng, có vẻ giống như trong miệng vịt, tục gọi là Tuyết khẩu.","Tên giác 5 phân Phần phụ BÀN VỀ CÁC CHÚNG TRÙNG THIỆT VÀ NGA KHẨU Trùng thiệt là dưới lưỡi sưng lồi lên giống như thêm một lưỡi nữa, nga khẩu là khắp miệng đều trắng như trong miệng con ngỗng, tục gọi là ""Tuyết khẩu"""
14,胎風客忤，左臉紅者主肝風熱，身熱構急，若青黑者主驚，或腹痛。,Volume_29,"Thai phong khách ngụ, mặt bên trái đỏ thì chủ về can phong nhiệt, sốt cao co cứng; nếu sắc mặt xanh đen thì chủ về kinh, hoặc đau bụng.","Có thuyết nói: Màu tím là phong nhiệt, nếu mình nóng mà chau mày không thư thái là nhức đầu: Không nóng mà chau này là đau bụng đi lỵ, hoặc nhiệt động ở tam tiêu, nếu giữa chân mày có màu trắng là hoặc loạn, bụng đau xoắn, màu bàng là tích nhiệt sưng phù, màu đỏ thời cảm phong, nhức đầu, màu xanh là kinh phong có quắp, màu đen là chết trong sớm tối."
